0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,238,238,238,238,238,238,0,238,238,238,238,238,238,0,0,0,0,0,0,0,0,0,
0,0,0,0,374,0,374,0,0,0,0,374,374,0,0,373,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,312,313,0,0,340,0,340,0,0,0,340,0,340,0,244,0,0,0,0,
343,73,0,107,0,0,344,345,0,237,238,238,238,238,238,238,238,238,238,393,396,396,395,395,397,
238,238,238,238,73,238,238,238,238,270,270,270,270,270,270,270,270,270,270,245,245,245,245,245,245,
270,270,270,270,107,270,270,270,270,270,270,270,270,270,270,270,270,270,270,277,277,277,277,277,277,
270,273,270,273,0,270,270,270,270,273,270,270,270,275,270,270,270,270,270,277,277,277,277,277,277,
273,275,270,270,73,270,273,273,270,270,270,270,270,270,270,270,270,273,270,277,277,277,277,277,277,
270,270,273,270,73,270,270,270,270,273,270,270,273,270,270,270,270,270,270,277,277,277,277,277,277,
270,270,270,273,0,270,273,270,273,270,270,273,270,273,273,267,267,270,270,277,277,277,277,277,277,
270,273,270,270,0,270,270,270,270,273,270,275,270,270,270,267,270,270,270,277,277,277,277,277,277,
273,270,270,273,0,270,270,273,270,270,270,270,270,270,270,270,270,270,270,277,277,277,277,277,277,
270,270,273,270,0,270,270,270,270,270,270,270,270,270,270,273,270,270,270,277,277,277,277,277,277,
270,273,270,270,0,270,270,270,270,270,270,270,270,270,270,270,270,270,270,277,277,277,277,277,277,
270,270,270,270,0,270,270,270,270,270,270,270,270,270,270,270,270,270,270,277,277,277,277,277,277
